AccX,AccY,AccZ,GyroX,GyroY,GyroZ,Class,Timestamp,acc_magnitude,gyro_magnitude,jerk_x,jerk_y,jerk_z,jerk_magnitude,class_encoded
-0.041061561921687376,0.08127915310710034,-0.008397979547406524,0.8640739383384772,-1.3744178384450647,0.8125563006585287,NORMAL,3581629,-1.7221508448300265,0.6184890789399221,0.0,0.0,0.0,-1.7993128006351828,1
-1.6898021517940718,-1.1171167611732484,-0.21570561750764725,-0.4506248768757814,0.4167265569944163,1.1030148622324456,NORMAL,3581630,0.6291404430681361,0.13076054261897155,-1.6248639,-1.0824918,-0.20418262,0.17546693948436196,1
-0.6444597384086246,-0.05423733032825602,0.21547870522990317,-0.3136770798878531,-0.2222763154736007,0.6910918713180487,NORMAL,3581630,-0.9484819358662471,-0.2792722834947062,1.030204,0.9600819349999998,0.42468452,-0.3196806895466359,1
0.7082682638415021,-0.17163748398032225,0.6695539120695224,1.019281418674612,-0.2271172284950303,0.40591439744914815,NORMAL,3581631,-0.49867108476303196,-0.28662927423000045,1.3331381,-0.106045675,0.44723033999999995,-0.38075637498521225,1
0.06217455629011552,0.9421021495646962,-0.07614882221667597,0.43497084908071365,-0.01895721255608223,0.40591439744914815,NORMAL,3581631,-0.7794787377943386,-0.5239053216662845,-0.6367371239999999,1.00602314,-0.734461786,-0.39206095923939716,1
0.11973664144243266,0.4642053840437724,0.35231369723592676,0.2980230520927853,0.9250243182505681,0.057364182347937574,NORMAL,3581632,-1.0986562832741393,-0.09619215369433527,0.05672848400000001,-0.43167648000000003,0.422003746,-1.1893560056682901,1
0.03825814318224348,-0.3052878488021538,0.266396170482798,0.4897499589084217,-0.23195816529059435,0.36894697370885304,NORMAL,3581632,-1.1847722825746716,-0.4823371599948376,-0.08029854500000001,-0.69507089,-0.08462238,-1.0903179381885015,1
-0.7135501603375837,-0.43104628775966497,-0.10972262790595749,0.10629614527714898,-0.0673665202839154,0.3372605512213835,NORMAL,3581633,-0.7466142830966581,-0.634093461975337,-0.740920785,-0.11359557999999997,-0.37044907,-0.9582052273490658,1
0.4331232963945548,-0.17848405749919358,0.12779408071123358,-0.7519100332383782,-0.15450328750753037,-0.3281534910744445,NORMAL,3581633,-1.0755435605594001,-0.5404178907713137,1.13006759,0.22813540999999998,0.23393631,-0.615937746393139,1
-0.215482760433189,-0.3713959754112067,0.41260110787616,0.11542599442413828,0.4699768141973519,-0.23837538912402403,NORMAL,3581634,-0.9948835249200304,-0.5319594889390725,-0.6392130899999999,-0.17425424,0.28051375999999995,-1.0755466793327646,1
